packet_count,byte_count,flow_duration,protocol_type,src_port,dst_port,avg_pkt_size,payload_entropy,connection_state,cpu_usage,memory_usage,disk_io,network_io,vm_count,power_consumption_watts,carbon_emission_gCO2eq,pue,energy_cost_usd,status
819,1650729,2960,UDP,29463,2066,565.6518989234701,4.922659020957378,FIN,38.951811792257026,41.40438828658577,671.2031191163483,5037.29964845925,39,1874.395779977442,498.7389259971292,1.9511923661108272,3.3731488598064026,normal
2441,1117271,4661,UDP,51866,7439,1196.9559073948406,3.7857009410703846,FIN,48.01790694981009,59.66896534821649,476.5476087729161,7993.557948815464,48,298.5961159721926,208.89140147204986,1.356502908878741,0.3604555076587784,normal
2483,3100555,2944,UDP,16548,7195,789.808728893277,5.722717944162133,FIN,60.42875383011785,4.556918040529855,11.811647678186596,706.296854859786,25,1486.1850840284428,114.02043829493951,1.2400112546888318,4.123477895238856,normal
1234,5684797,4124,TCP,14309,2835,235.38211864052718,1.3894706153009189,SYN,57.52678759732172,48.800655238767646,347.1452043247004,8900.093132891148,34,1287.999752332335,318.1360321074661,1.9933057627989088,4.3076580233123245,anomaly
4605,1682641,4680,ICMP,11997,894,1121.5384915765537,1.8675743598510761,SYN,4.860149065794512,86.11296640638747,815.0601195796788,9964.345465804781,21,266.6958623236945,129.68489594834838,1.3720749827424201,0.32713473785714564,normal
3435,517409,1013,ICMP,58458,3299,625.4875684261325,4.494480524732867,FIN,75.31823263038346,49.74440503094766,394.2892004225623,255.82572526295155,25,743.6227117149401,252.10216118326895,1.712228305831471,3.019905565605456,normal
4167,667165,2476,ICMP,23718,3004,431.2401590666132,3.358753514927809,FIN,94.96920456280405,55.68001349689444,568.1809338169642,9679.636648845339,25,384.8683101260202,246.46233002329365,1.3084041632953398,2.9741173698914127,normal
4893,2789363,2476,TCP,36798,2198,594.4730019300442,3.0706935392595183,SYN,35.5194476095117,20.988606931003893,212.69241818362585,2435.0408584130982,22,1248.5473258130064,232.24323856071123,1.5951090772877505,0.07216747522353217,normal
2954,4477321,1948,UDP,5326,3827,771.7470172299998,1.469196553262659,ACK,18.794943232487597,79.63999105455835,916.6991644273329,6956.177068239766,23,1006.5147601871147,400.0819911720917,1.4476537879486542,1.7183086056401973,anomaly
524,3711388,1949,UDP,51264,7896,547.5174988046637,7.27003422323601,ACK,54.46015474842314,36.52895051571536,923.9387313796959,2995.5860867387696,25,108.12273685493282,116.1403707184301,1.9654213350432697,4.844939655741601,normal
1132,3236192,1645,TCP,23415,6119,400.76337025804884,5.842730102875356,FIN,70.78637989617026,95.70216779447489,154.60968011877029,5265.947499600453,14,1953.8500759394253,453.1105794845303,1.489525287095439,2.7816992538210275,normal
2608,1936090,1708,TCP,5635,5793,627.8279417657715,1.8513270977375456,ACK,68.21158455823866,99.37776601769835,726.9173597142689,5153.143247378041,14,764.2108347901268,397.7568465746318,1.6257567657635517,4.66672689568011,normal
2097,9134790,4537,ICMP,10396,7951,77.80072058735246,1.4553217041599842,FIN,61.598848172584965,91.68405371698846,84.48612267439385,3674.944246545814,26,590.5883463903949,173.22995847922863,1.9502896393101326,3.3814667330281463,normal
2797,3938270,2101,ICMP,25336,627,1170.1218768396552,7.8241077340187015,FIN,15.476992960692648,9.402797736798249,602.5621418002968,7203.713006054504,40,522.6416160087952,98.49522807726787,1.9903108699441596,0.1516686859341494,normal
1025,6740013,1905,TCP,15104,6189,297.8700956729994,5.768207853076534,FIN,83.84566454589684,33.98513239410666,186.86711431773642,6036.401170446812,30,401.7502027297789,146.97216200830323,1.191492527604497,0.39778885826147636,normal
1856,7090975,4250,ICMP,16106,7810,113.66168976442401,3.9221924976561904,SYN,43.13653467946272,94.56862587514922,154.24819996431182,5131.942339037439,26,1998.3604448113686,172.9917609854484,1.85088864083815,3.6136729872834406,normal
239,8806586,3408,UDP,48433,5593,997.8631047123648,5.912117285290494,ACK,22.92538972015513,80.64879618959932,14.078619218743167,9830.10918799074,38,660.7079889750493,282.89725271545285,1.4439048447685239,2.7772932739414067,normal
2784,1034316,1083,TCP,43885,654,1172.2073867943247,6.294322505361114,SYN,9.540347965246553,91.20717534143553,941.4485654987293,9406.09232925453,22,870.4756447261351,32.72040271868856,1.6353458355850514,0.6444868063533797,normal
3055,4820075,2412,TCP,31701,5325,1230.0522408096226,6.459735416721456,ACK,42.255192382331856,57.68276617046878,830.9599666052533,9558.814873357249,39,1755.576240738369,458.03597362750605,1.4375432710597211,3.074172764984545,normal
4708,4743297,4905,UDP,21898,4599,765.5883148578699,4.345141139571403,SYN,62.17933163788343,48.55936123056549,86.70080168537947,8825.10720205255,39,1319.5862567314684,58.35067976394438,1.4610045850893132,4.053333929235299,normal
1949,3869452,3222,UDP,63561,2747,347.7838678004787,4.009179306873936,SYN,66.87239320599926,11.543135383440655,603.3818539663531,2626.0378536683597,34,800.5193823160178,146.84396310901707,1.2429717823866004,3.767382326361734,normal
1317,8075037,4047,UDP,9402,1094,1118.9801320122488,1.0771965898823024,FIN,96.31095422832841,84.1076826899868,240.56925245124054,3564.762706683992,25,1806.8240282553209,63.550844596953624,1.6154898125850794,1.2383506755600144,normal
1578,1313743,1161,ICMP,2621,1934,1064.583961873789,7.485899805992866,FIN,16.161660282711985,74.76901329362738,271.37572331821065,2387.440733500528,36,1524.4759842058402,135.76968499757348,1.5920443513502522,1.2983928836136591,normal
3252,7421105,2455,TCP,12624,6168,407.0925644496012,5.223155148722602,SYN,98.59159285455765,6.8287836985258075,875.4286184592326,9863.15118350618,13,533.0109643292294,420.4601711183161,1.27042020968456,4.839510647459547,normal
3606,105195,1966,ICMP,4771,608,1359.9412460010499,2.4220775603297766,ACK,65.81291217665057,21.732044369933252,123.1824881451902,1611.3525106585626,29,1323.1040897398489,311.43614757778874,1.5875573864005474,4.438149962742054,normal
3940,7009443,4568,UDP,14903,3251,201.33861422010204,7.4372239359500565,ACK,45.96867671301295,56.17047876818604,605.4752343064131,3728.4663800331655,42,1852.5571467555628,121.38838029384553,1.9757916943679774,1.5985031990100513,normal
696,5277728,3917,ICMP,52846,6371,1474.8979474074222,7.404523312392074,FIN,88.93122835896777,68.75583780439922,407.242979629219,2070.539804721629,9,1043.275669055784,437.1616796016755,1.7429677362684108,4.1220319034483515,normal
2938,4102036,817,UDP,14041,2324,1297.3593259173238,7.924289150562672,FIN,69.75349445338588,14.629356161839642,198.8925936339867,2312.1927406241066,15,1493.8635653801675,402.3489090170575,1.5328843036250168,0.8170752633654017,normal
2485,9728094,196,ICMP,25839,5344,1047.453035944659,7.118395941972852,ACK,35.52300427084451,25.237657027770062,457.39889451003586,2546.170059551794,31,1945.0971135794025,379.28814833757446,1.9244755870232377,0.9922370956195564,normal
650,2166251,4837,ICMP,19988,3858,1411.1873380057577,7.984490714740453,ACK,88.5244839610697,20.117910959192386,941.084394235067,6432.739688043545,44,1411.7868677009046,425.3400222089993,1.6177829208547752,0.9141683086882731,normal
2413,9867460,4534,UDP,29836,1993,1097.3511940693763,2.712803316862908,ACK,66.99493022513394,22.779718114383677,783.7939487382467,852.8887648961252,27,294.63351055555313,313.6283439439744,1.2215431988550232,0.4477266673174407,normal
2111,7304693,1317,ICMP,41224,6174,326.1626456935666,6.895747096394639,FIN,70.18489822362773,92.15059923330791,140.79028735003027,5768.045748875462,31,564.6631467694497,255.70430650350383,1.5927586830312108,4.274843799645163,normal
291,3215850,2294,TCP,25738,5064,691.126400263577,6.761198161570351,ACK,89.74259892051658,71.86613773083666,850.9354423204708,8210.933739212622,10,1230.683230951033,193.2281628239808,1.262875803829281,2.8982464220408306,normal
2091,7984439,4876,ICMP,19914,2075,153.67938528087126,2.6165825145451365,FIN,45.39320458893647,73.97359105992703,938.0661236975687,7688.585388383865,37,623.5560492066215,119.64436999977221,1.7907543548729068,1.3021909015447537,normal
2874,8875883,767,ICMP,62533,3500,615.0032623177673,1.6890628430069354,SYN,66.0335064900159,79.60553577605897,284.19463803378517,1596.5998129950221,7,1919.3292402393656,283.13171224697845,1.9704567928652374,4.2447886133106945,normal
2662,8688479,4241,TCP,62848,7099,1125.3243786189526,7.855943595743198,SYN,74.72421314214026,36.300731221761936,340.0854985601942,9155.844174310172,32,870.1688646421302,445.8512493999033,1.4247367260889974,4.015207329370173,normal
1413,8269541,4897,UDP,5749,2099,610.3428588496852,3.0721718606442723,SYN,45.94006575494737,76.95127682551491,135.0468273558344,7723.894775907263,11,968.7377708914936,301.05107660623923,1.4914260921126752,0.5137480754575005,normal
1528,9547263,3864,TCP,44229,6123,528.9265544287945,7.096242533274642,ACK,9.26175945804155,97.86292603797077,351.49070337752477,152.494858235176,48,1433.0439775932227,460.607362243112,1.479346820154767,3.2242554749375096,normal
2606,2950281,4276,ICMP,21708,6703,913.2657976399522,1.0288900827222274,FIN,77.37253714034172,70.14103034815327,676.4093891682162,7399.998972041902,45,1096.074489549561,184.88951110065014,1.3567699782153937,3.611949671613595,normal
825,7357061,2216,UDP,27349,5857,1314.6965670483978,1.1471736505372154,ACK,5.73381892159282,42.25855811696137,279.43346494530505,7400.474618357786,28,826.0773370886599,350.61760653847386,1.8147619683907679,3.5819784115599598,normal
4064,1295929,3568,ICMP,58935,3072,118.99562919186302,4.261099160874579,FIN,72.07352577055109,71.91961878538649,16.756760659250794,5018.479197345849,4,245.61196279369963,327.8460815066942,1.6559554994722965,3.618482112191148,normal
84,2505594,1590,ICMP,33566,4502,608.9321303146163,2.671002787545445,ACK,91.17664564393075,90.17867532602406,345.15920115713675,555.2259184630848,48,1233.2466200649412,338.51258359074353,1.1576464011709038,0.8555943503886965,normal
3202,1244294,971,TCP,47061,1271,279.4490756321309,5.82888898405175,SYN,35.34993083863183,13.747392823921386,458.6422886790453,5841.06878899526,45,1748.402058508666,326.07058599798836,1.854925701520822,1.5822814068011593,normal
2005,3568675,3857,TCP,14116,6803,1058.263663561211,4.9589502789756805,FIN,11.104116728644856,27.264172882887422,570.6924770465022,7680.892924339661,31,1402.9486393441068,118.61079071918722,1.2683794080378865,4.222450757437268,normal
1635,7712634,3585,UDP,31406,5906,203.30061262514556,1.5424005821534401,ACK,24.05353498929327,92.01032531756162,686.9868533144395,2781.653147677906,29,824.8405190892091,80.359540158743,1.981236045538209,4.492974833635472,normal
3993,9286424,885,UDP,40794,5614,1013.9712499413546,2.1383980742100195,FIN,56.66587484841385,94.67705714400819,71.1665007864824,6703.975360692695,33,342.6795227839459,489.52784555370874,1.4389968251023093,1.4031525439587027,anomaly
3123,2415802,2428,UDP,26481,3815,464.9622626569656,3.7163448904089,FIN,94.32331456750255,48.92977358467656,475.0544258464467,3603.869330939381,4,1651.0425551180633,32.19461313282559,1.6548046824352913,0.12486738572698468,normal
1071,444031,4208,ICMP,7155,3842,338.4293799189758,2.2992284476880323,ACK,51.71599025872556,38.08054537692645,273.69883805717825,5781.1628457320885,47,1889.321888239289,239.19087864385244,1.1700412570064274,4.300237066358879,anomaly
3511,9480276,1011,TCP,47053,4322,1407.7112088462288,6.5455564307075,ACK,12.16099153147293,28.995398754699895,948.4898698890526,3907.2009193730846,26,837.718682512903,218.28935539951232,1.410196947219521,1.8916882707471623,normal
2663,6445345,3394,TCP,26239,3409,76.860636281636,3.9124916488729604,FIN,63.15053419791746,50.37640256800587,366.29952469598334,3107.238513576013,31,1484.420159449717,186.40928952538735,1.8221185616247033,1.6540231442400826,normal
3893,2791373,4076,TCP,63918,5934,684.777044239875,1.6540230678974948,FIN,73.5516487420062,93.51858400751412,109.12246173267167,8573.55330677724,31,880.4505357924359,393.1720882525877,1.5294876427579327,1.7415284016462422,normal
1550,3917643,2855,UDP,62329,1800,81.35913906960099,4.3904003159048735,SYN,39.93508332928631,15.831153115021092,51.076575863855396,7562.998765935228,27,1054.307183819179,375.22164127313283,1.9141431351896205,2.084325155598531,normal
4848,7062183,1491,TCP,13636,2624,751.2099197512771,1.6358672674298993,FIN,72.42989237019604,42.5632332161748,272.7518287189574,3519.946426334175,25,1689.3051231711784,453.56021252967076,1.6176245969457264,1.8975504420580562,normal
211,3288058,3311,TCP,38329,3708,776.5186978019065,1.9025611379387204,SYN,33.157458698779784,91.2491778387914,187.0899514938162,4402.853251990568,48,258.5062502011918,203.78888783159186,1.9357149758561731,2.8364901866764662,normal
4347,5511493,667,TCP,14115,6511,516.4105835223831,2.677268824197437,SYN,79.11992500804493,35.56280774428094,653.3016306099553,6947.863836965925,36,1107.6371626947398,286.4479686854352,1.9843489163113004,0.40391198970596903,normal
2031,291998,2790,UDP,36127,4908,241.6345774112843,7.016693936732429,SYN,34.766143797436825,77.04005929731018,848.4968762905569,8129.679927846041,49,507.77852187532267,447.2304531976391,1.5085051035664483,4.8579855695994905,normal
1045,4856920,432,TCP,38113,6397,595.7619297149892,7.472287726330803,FIN,26.35460206846197,39.5367188378691,319.43311643555984,6874.978501964653,31,745.6312964419485,496.98555079913837,1.6086409153200272,4.682890662016085,anomaly
4961,1829022,3691,UDP,30783,1744,1024.7812629022208,6.783804105324483,SYN,88.03895918326593,80.68774115398112,582.0135404108855,5455.22264875812,43,1324.4147668203211,484.9542375590239,1.8514285789261429,4.672689166611341,normal
3392,6368712,4276,TCP,47046,7231,1184.4739225344658,3.338540521924931,FIN,55.298868696364224,98.11923264576365,733.0022242112426,9548.41973611959,37,151.73398344001188,361.74349692167976,1.2993797049822318,4.3975953441687485,normal
4601,1410854,2720,TCP,53161,5121,819.5883734628063,2.9071250877618215,FIN,29.23047258542679,39.39437904695255,404.5028122479416,7764.02183544148,45,1228.2676880490092,80.18150332698801,1.8754666164029987,3.305028247886831,normal
3848,7998043,462,TCP,1583,2804,905.2598719376456,4.844089835531674,ACK,93.57360207505967,84.66476680284585,75.6623552246869,1244.3594178737578,44,638.5402549621244,21.36114577858303,1.6327281263395426,1.1133317281146777,normal
1325,182360,2407,UDP,1737,5057,340.8937381307464,6.052972123731786,FIN,69.39426637113887,98.85326565918977,236.8930618185074,5625.577078040989,23,1372.020285535337,414.3569946374415,1.752950121846073,0.25692260086039775,normal
1066,2445026,1985,UDP,38385,5281,466.6289831800917,7.953609517121224,FIN,22.849339565901154,98.39918415811417,884.2351500077965,4154.6107498169495,35,369.004568634803,422.06159200099444,1.1718686203971007,0.5056121132610154,normal
387,2516419,1667,TCP,16208,3739,284.7486345759197,1.9209949831524835,SYN,61.84959310468528,43.943337071797494,826.2354635923459,7969.862804228857,4,1498.0420472507394,375.7168450491001,1.7895689151080632,1.6267225773233718,normal
928,5533410,2551,ICMP,16285,6339,411.4782575066864,1.3450439931666311,FIN,87.16552429761343,49.09035093436585,95.66720353567787,542.1640351885766,28,1326.7154675496586,147.16250813961787,1.3797082141162926,2.524376297223969,normal
1126,4139286,3085,UDP,21396,1697,376.0858313270211,5.860491222966897,FIN,69.91916111146568,31.0367546026572,231.7092361335684,4166.163342628039,42,1945.3594824726672,323.51075120327806,1.8247090491648579,4.966332825212122,normal
4937,9680818,3174,UDP,56379,468,803.2007402672945,6.825580484527339,ACK,25.231155925252914,32.08785760851414,771.4736293020868,3250.93552190051,41,1831.3471901904813,164.96173648948437,1.5582372844724364,2.1828630240550497,anomaly
4043,8334100,2976,TCP,33164,4707,865.8986958965577,6.924441459064963,ACK,65.23598454075696,49.75459164059129,491.0392496689318,1497.7412473392112,42,638.2754400794345,230.8176405894531,1.34715290133407,2.62798399155197,normal
4909,6894728,2063,ICMP,34048,101,1420.1737601911816,5.749244843540125,SYN,62.29677789929988,20.851340416366565,762.3673613787671,3850.160741663763,13,151.90148817833025,197.39319164045014,1.9574837273194887,3.478834663468522,normal
429,3585197,297,TCP,58944,6298,333.5774382972084,7.678110628834309,SYN,82.26352269429017,71.40120631933783,218.98154694552505,6760.722754026343,1,1345.2002661123397,457.68364252712723,1.7885561579403493,0.9118625125345035,anomaly
542,312955,3227,UDP,48366,7906,980.4297797341691,4.577033344812108,ACK,18.63512710267328,54.09454494067098,953.171157778572,3680.6110618220105,12,1245.4860391088778,124.73709206449902,1.9871174664862823,4.664806737795656,normal
2112,2128599,3864,UDP,33568,7019,1235.0259400319082,7.396703588353487,ACK,70.26383203313463,89.90871786015495,785.7713743119003,5842.065095988416,43,152.1146606562475,293.0293432411376,1.4280229085709835,2.649882683155244,normal
3934,4934594,1457,TCP,1061,7364,862.3501224854261,7.774684958940661,FIN,3.7096985212365006,81.24766094724356,205.47780157774798,5968.8367797991605,40,333.0873054849261,186.88094922659099,1.6842976701874748,1.3885191645528254,normal
114,9954678,617,TCP,44056,1426,419.75529612655976,6.930102199021754,SYN,69.921354762941,32.92464017176732,562.864708673189,5912.400157874529,26,1210.9332386183726,334.9048448379706,1.650429810077354,4.6761938418308135,normal
2618,4836451,4562,ICMP,13721,7430,430.6978335290003,3.1683099428103443,SYN,96.08329308991713,51.07465767874907,121.96615681529525,5342.365651047634,46,1832.4718016826346,286.6359391769627,1.7188010669619227,3.130998586609161,normal
2077,4383794,1774,ICMP,42444,7754,106.91692695294986,2.373509558192067,FIN,18.264438358712127,75.30097783623864,367.82046697523754,1258.1835332556404,46,1822.3505253754731,462.7490638693108,1.1344849094371978,2.42361175893356,normal
2745,7324494,1235,UDP,49722,7328,492.89412849529845,4.836840454872728,FIN,31.81867750908188,20.126812620360774,663.0251547907656,2262.713681609727,23,387.8216037629422,59.78995433359446,1.3625473914896369,2.9049779907042628,normal
1545,6700144,1245,ICMP,32731,1500,1129.6753345549012,4.171103252661319,SYN,58.70428563082657,4.1281752519407515,336.82641104948397,8020.664054884793,49,830.6904981699741,118.11401148081407,1.9184038164117265,3.744028072337081,normal
441,4699713,1039,ICMP,27040,6603,118.90074795031005,7.144308395349131,ACK,73.50710953986831,85.3781481045201,660.1908118003882,5073.418340334831,22,182.08544226913062,385.51050227721737,1.4814380493850043,0.7811446384278372,normal
4564,7868791,2681,UDP,64868,1099,367.97815963200446,1.700221697470076,ACK,35.0927676500489,14.617475491801876,252.33167001415433,7090.155526779518,28,991.6165080895653,190.70555154847327,1.9645793111733925,4.3255038492090945,normal
4524,3791328,3972,UDP,62846,3618,1074.0371228710837,2.8041804291806303,FIN,66.76163873687362,89.05173166441693,723.9947127277363,5742.099894106341,17,1530.8585733790908,91.23405525207473,1.2921528553804782,4.797938983388082,normal
3611,5290730,4552,UDP,35624,6860,1184.844766093171,6.26259261163096,SYN,90.02860046109697,91.44719436423331,365.9936781807298,483.03351955235945,6,1600.9481515946618,256.62741703024,1.9976815761329805,2.8393282622328715,normal
2328,4438610,4940,UDP,49309,8013,710.2116945897963,1.664906514841185,FIN,72.92931993520193,46.60934337557857,792.5764582023228,7982.516313277215,14,1048.0799865334886,329.54961018957925,1.727822818063579,3.4145315255200144,normal
3149,3240536,3187,TCP,63032,4534,1062.2077907940409,3.2453508981519015,ACK,71.39124904262216,80.87138952290525,145.32301557063542,736.8095258375897,17,282.15238194561493,31.96508993521431,1.798754081659839,4.300569069422742,normal
250,2327133,3732,UDP,25008,4203,612.5306445495934,3.710087758377882,ACK,38.81509518324498,36.955933389059695,368.3581698587624,9437.423106469874,38,824.5915528449761,152.89472579004791,1.4571750549822822,1.8803050507683376,normal
4925,7949140,4916,UDP,6191,3700,281.8742052849849,5.35815657593883,FIN,91.23150157498188,85.96819030266293,469.2931292369373,2232.2315248802506,5,1870.9937239512924,406.61704347106104,1.9163073091345586,4.964230656463168,normal
3154,5721626,1485,UDP,61767,2723,627.3167656082145,2.1069285200355523,ACK,28.4549712541467,82.64350653250497,429.6070692555709,5172.820820255481,13,536.2638573874578,264.9198376389952,1.59091661086276,3.405701832841419,normal
4648,6222714,2906,ICMP,1456,7195,890.9533392945572,7.024231432447967,SYN,21.322755305350366,8.773320580419037,438.7635594751366,729.5216204112867,48,707.5334548341804,27.335815434926793,1.7128445422021716,2.1257535048063305,normal
2504,6375825,818,UDP,5175,7664,1424.677258686691,4.13279564826392,FIN,37.05816943892388,58.677572334484346,450.35530001162186,8959.83054879163,9,1518.9716333798347,148.1559925846034,1.1853274442026576,3.3899164952581198,normal
3695,5006858,988,TCP,48704,4330,149.6888805285821,7.4191519831638955,FIN,65.3654658531109,64.35989145607806,988.9154899803248,9801.408520191564,44,1493.8034988832824,323.1789214299165,1.6685126308036042,2.6131833622420477,normal
854,7029722,2473,TCP,7435,3776,785.7214360751929,4.275089395437521,FIN,86.30612063325617,1.084871778133389,201.2255322369582,1548.2957769397797,42,1833.1843472473715,107.68614009323213,1.8911710894359408,0.5670914419764422,anomaly
2781,8222252,735,UDP,31812,1778,526.9336784055504,2.9252818125851334,ACK,14.07579945238439,98.01191355420023,770.9771922035183,3028.2867706858456,26,837.4255123687133,415.421789047513,1.2604549053943894,3.9813678707988993,normal
2823,8976708,2511,TCP,51927,2619,787.0519567012071,1.9928018008137243,SYN,81.56641554875614,41.250189915170374,556.2708932955913,257.15677575909314,13,1077.7375753611532,341.5221944709955,1.7639533411713615,2.826234145462131,normal
1620,3416871,3372,ICMP,27647,5636,84.76439869597093,1.0262156629789936,FIN,81.46951607223052,52.2169773800621,419.49213392875555,7890.958370477819,19,988.0456763189075,240.97573986441864,1.1228606830951893,3.9812693337907046,anomaly
2740,1878971,1226,UDP,55173,5833,503.88676431729294,4.725102394893849,FIN,59.10501630241853,20.285603899509073,637.1934300035118,3183.4968935459847,48,1862.729124942661,458.6556527227246,1.933582714906267,0.7830105824336544,normal
3890,7998488,4061,TCP,23128,2570,1238.8088139141573,1.7500968784884638,ACK,76.30414601822454,61.48093917420886,854.9961286688058,5929.490946484129,17,1561.7281187668061,201.98237775308422,1.9846254044280678,2.6964022124358706,normal
1078,6815612,2207,TCP,57792,3873,853.2155140892244,3.7420943454182476,SYN,19.00618911700715,81.25136676165653,471.97198031355515,488.2631626721444,16,1679.7393816843116,125.18597117640178,1.418762060118285,3.835455118342435,normal
552,4964401,2816,UDP,61208,2766,703.3446145833702,5.124902328659607,FIN,17.789014081250627,59.00334222625309,866.1533552714569,7183.05664008,30,352.8867107758807,334.0874663380834,1.1963664647438015,4.9416397922780835,normal
4543,2867757,788,TCP,1280,2312,464.0113539872424,2.929801278318902,ACK,86.41720337874398,79.01546953440761,102.86035160945939,5341.099237231596,32,1604.5087164495037,290.9146418603728,1.6927187313468306,4.423142409162441,normal
920,9726529,982,UDP,34463,1521,482.16165804746606,2.2265700465628067,FIN,50.31669528622213,73.37968811109852,656.5533797731679,7277.304435388468,14,922.6596555092442,174.27147145630033,1.1268510627327313,4.32310463903259,normal
4538,5914318,2820,TCP,34281,4424,605.4970787063475,6.423051358265392,ACK,25.34778421103206,24.528123341186667,339.84826070765456,7916.686700194542,48,144.3434973782295,178.3956350487488,1.5342376531674682,1.244826089350526,normal
256,6742286,2133,ICMP,40681,250,1261.5775294486125,7.627538205971344,SYN,69.18430540302604,44.14547126980625,392.84817399944245,983.5043751704536,15,214.16787021224076,205.12305123070988,1.344601257624098,4.191543162528147,normal
1534,1578969,608,TCP,45698,7570,1452.4591498719892,1.703082925033762,ACK,89.29564152648787,15.71406155920445,575.3095533952607,5823.111995852929,12,1388.0250854962046,152.65789806489096,1.5260051485575892,0.8547135749393858,normal
913,3652387,3351,TCP,52272,4270,686.0503029580431,2.089132270695055,FIN,63.59994194848073,5.151651632435097,485.11763031459657,6534.445935428056,37,806.8236381773428,358.01828911685203,1.1164479632645214,0.9985572460966834,normal
2840,1712672,234,UDP,19090,1218,620.3616161842547,7.720088600769031,FIN,35.3871592510617,7.243826571148961,387.9616441247559,5215.5156640554505,11,1749.419589124613,329.16561847509064,1.1464509647636358,0.5594825512799254,normal
613,5906950,850,TCP,46395,7011,1277.4986249388012,1.264489552685724,ACK,48.84053876400844,94.30749305741617,315.24018760153405,1905.8530428247104,5,1495.1189543641462,225.9810497477324,1.1143782459590441,4.289406688261798,normal
4241,3213883,1824,UDP,33770,134,669.0127149226403,7.843426355853305,SYN,75.47467663358862,98.46920845430347,622.1321492092169,7976.413112171596,11,141.19202216722735,204.9487911318262,1.6572186830424025,0.5501899372920802,normal
1807,3029631,4819,ICMP,3484,1433,850.4263498286942,1.0325113815949214,SYN,7.682621658366364,10.402773296934155,510.52385531132904,9974.837455512024,34,1405.0877924884037,188.8751219862555,1.6040836259076876,0.6991762839276001,normal
1728,7233212,1116,UDP,38321,4426,384.86541366817943,7.11568058955932,FIN,22.499287079687782,34.18415008203282,330.0760342557716,9695.775499042376,19,465.4696981914768,148.89947748220422,1.309842198682944,1.2369768789111053,normal
3292,6424959,134,UDP,55297,1012,1128.078676879659,3.1512762669142464,FIN,46.79573547829527,12.327647335446246,212.9114086887832,7797.54269327459,26,902.9068805374329,51.991364946959095,1.6819788160136193,2.8675854215119987,normal
4686,6985297,3256,TCP,62280,2367,821.3830614926337,7.570122007241076,ACK,60.819855445612774,83.58865351352794,776.7235140041147,4239.266455585573,26,1286.9968840336292,141.42029590602527,1.8957865312054776,4.402099124649012,normal
1109,4025733,2941,ICMP,35767,1061,1223.1000978484954,3.2186170204490985,ACK,34.577393513190124,50.133412072387884,801.717775282609,3439.2749286162193,17,1758.1638984618164,167.38866085960188,1.3495898909235025,2.0969584947252846,normal
1772,4860221,4135,UDP,4240,6947,1182.062458541571,5.580144250738392,ACK,30.54070126511819,62.504913836629385,221.65024571040064,778.6034110982349,31,966.5859879446845,278.36516307001824,1.8487944270910888,2.735966886467008,normal
